-9.613858e-01	-1.553063e-01	-2.271942e-01	8.996740e-02	8.666319e-02	1.340267e-01	
-9.512423e-01	-1.643789e-01	-2.609935e-01	9.822211e-02	9.453962e-02	1.522604e-01	
-9.492857e-01	-1.761020e-01	-2.604704e-01	5.533484e-02	5.134079e-02	6.723686e-02	
-9.307252e-01	-1.935359e-01	-3.103134e-01	1.003865e+00	1.000674e+00	2.003365e+00	
-9.131892e-01	-2.196285e-01	-3.432911e-01	1.811880e-01	1.774051e-01	3.231272e-01	
-9.084017e-01	-2.428934e-01	-3.403075e-01	7.796402e-01	7.752820e-01	1.544984e+00	
-9.620044e-01	-1.471997e-01	-2.299561e-01	9.267443e-02	8.938486e-02	1.394450e-01	
-9.355743e-01	-1.945095e-01	-2.947319e-01	1.018104e-01	9.817625e-02	1.628695e-01	
-9.532237e-01	-1.687516e-01	-2.507738e-01	1.190165e-01	1.156156e-01	1.936681e-01	
-9.312578e-01	-1.924613e-01	-3.093826e-01	1.036699e+00	1.033458e+00	2.071467e+00	
-9.156818e-01	-2.278268e-01	-3.310919e-01	1.985430e-01	1.915827e-01	3.503437e-01	
-9.666954e-01	-1.328751e-01	-2.187331e-01	2.776055e-01	2.745588e-01	5.140390e-01	
-9.493807e-01	-1.774792e-01	-2.591859e-01	1.197130e+01	1.196792e+01	2.451473e+01	
-9.264150e-01	-2.071848e-01	-3.143718e-01	1.000879e+00	9.973904e-01	1.989402e+00	
-9.658872e-01	-1.409645e-01	-2.172346e-01	7.529449e-02	7.134676e-02	1.018626e-01	
-9.233654e-01	-2.103993e-01	-3.211361e-01	1.950852e+00	1.947418e+00	3.981243e+00	
-9.645950e-01	-1.352912e-01	-2.263909e-01	1.654604e-01	1.621886e-01	2.838632e-01	
-9.481822e-01	-1.785513e-01	-2.628115e-01	5.811976e-02	5.453360e-02	7.317975e-02	
-9.417285e-01	-1.852056e-01	-2.807960e-01	1.233088e-01	1.197325e-01	2.042515e-01	
-9.190319e-01	-2.158035e-01	-3.298624e-01	6.788356e-01	6.755251e-01	1.325243e+00	
-9.675585e-01	-1.261544e-01	-2.188961e-01	1.126455e-01	1.094421e-01	1.801706e-01	
-9.502372e-01	-1.642040e-01	-2.647381e-01	5.798194e-02	5.418673e-02	7.279236e-02	
-9.377161e-01	-1.910232e-01	-2.901701e-01	1.097615e-01	1.060721e-01	1.779055e-01	
-9.363143e-01	-1.961598e-01	-2.912678e-01	8.442638e-01	8.404447e-01	1.673412e+00	
-9.298785e-01	-1.999529e-01	-3.087796e-01	1.420218e-01	1.386504e-01	2.446732e-01	
-9.223458e-01	-2.153667e-01	-3.207732e-01	4.482678e-01	4.445582e-01	8.572215e-01	
-9.473788e-01	-1.771048e-01	-2.666596e-01	5.438399e+00	5.435364e+00	1.104742e+01	
-9.348930e-01	-2.036717e-01	-2.906767e-01	3.002074e+00	2.998593e+00	6.124115e+00	
-9.280528e-01	-1.969852e-01	-3.160930e-01	2.054636e-01	2.016341e-01	3.712326e-01	
-9.536013e-01	-1.539106e-01	-2.587588e-01	2.701378e+00	2.698383e+00	5.472202e+00	
-9.638669e-01	-1.528979e-01	-2.181349e-01	8.388504e-01	8.355063e-01	1.658510e+00	
-9.269915e-01	-2.085111e-01	-3.117851e-01	2.472986e+00	2.469472e+00	5.086089e+00	
-9.345840e-01	-1.916707e-01	-2.996916e-01	1.001925e-01	9.682379e-02	1.594083e-01	
-9.507503e-01	-1.655405e-01	-2.620502e-01	6.099793e-02	5.752879e-02	7.833328e-02	
-9.566618e-01	-1.638561e-01	-2.407269e-01	8.920742e-02	8.564943e-02	1.329299e-01	
-9.608328e-01	-1.510557e-01	-2.323416e-01	1.102810e-01	1.068868e-01	1.767427e-01	
-9.239967e-01	-2.013233e-01	-3.251138e-01	1.761788e+00	1.758334e+00	3.584106e+00	
-9.320742e-01	-1.965296e-01	-3.043252e-01	2.564075e-01	2.526916e-01	4.731105e-01	
-9.250622e-01	-2.159235e-01	-3.124690e-01	6.441329e-02	6.040105e-02	8.980209e-02	
-9.655416e-01	-1.326940e-01	-2.238787e-01	6.843262e-02	6.495976e-02	8.753549e-02	
-9.306529e-01	-2.079345e-01	-3.010787e-01	1.307410e-01	1.271326e-01	2.179121e-01	
-9.403573e-01	-1.903833e-01	-2.819261e-01	6.790657e-02	6.370595e-02	9.402464e-02	
-9.406821e-01	-1.889681e-01	-2.817948e-01	1.496838e-01	1.467552e-01	2.589611e-01	
-9.242716e-01	-2.079731e-01	-3.201081e-01	1.842639e+00	1.838878e+00	3.764998e+00	
-9.526377e-01	-1.685339e-01	-2.531357e-01	1.410607e-01	1.373904e-01	2.373564e-01	
-9.658036e-01	-1.436628e-01	-2.158341e-01	2.518330e-01	2.485729e-01	4.587200e-01	
-9.637017e-01	-1.501265e-01	-2.207737e-01	8.595220e-01	8.564437e-01	1.687662e+00	
-9.326405e-01	-1.978587e-01	-3.017177e-01	3.395654e+00	3.392120e+00	6.971439e+00	
-9.231332e-01	-2.076800e-01	-3.235647e-01	1.498112e-01	1.463924e-01	2.602876e-01	
-9.287804e-01	-2.075489e-01	-3.070674e-01	1.971172e-01	1.941720e-01	3.538736e-01	
-9.596401e-01	-1.589524e-01	-2.320020e-01	8.368298e-02	8.036940e-02	1.230116e-01	
-9.524438e-01	-1.713438e-01	-2.519764e-01	5.495416e-01	5.465586e-01	1.063985e+00	
-9.209830e-01	-2.123521e-01	-3.266450e-01	1.406216e-01	1.369159e-01	2.416566e-01	
-9.601099e-01	-1.536976e-01	-2.335937e-01	1.010167e-01	9.745409e-02	1.571841e-01	
-9.449351e-01	-1.832174e-01	-2.711624e-01	2.130755e+00	2.127573e+00	4.281846e+00	
-9.407847e-01	-1.863593e-01	-2.831862e-01	2.739844e+00	2.736356e+00	5.541467e+00	
