-2.500000e-01	1.250000e-01	-4.998900e-01	4.861373e+00	4.683710e+00	8.717985e+00	
-2.494090e-01	1.214810e-01	-4.998900e-01	5.288360e+00	4.768249e+00	8.783870e+00	
-2.525060e-01	1.397910e-01	-4.998900e-01	4.110995e+00	3.935111e+00	7.286288e+00	
-2.651580e-01	1.187430e-01	-4.998900e-01	3.592136e+00	3.412393e+00	6.232926e+00	
-2.417790e-01	1.284830e-01	-4.998900e-01	4.816945e+00	4.645811e+00	8.458321e+00	
-2.587790e-01	1.388600e-01	-4.998900e-01	3.815477e+00	3.644111e+00	6.524974e+00	
-2.683890e-01	1.288770e-01	-4.998900e-01	3.887059e+00	3.718743e+00	7.005408e+00	
-2.417790e-01	1.295150e-01	-4.998900e-01	4.614540e+00	4.440701e+00	8.589902e+00	
-2.509540e-01	1.133750e-01	-4.998900e-01	3.653556e+00	3.425061e+00	6.305110e+00	
-2.540640e-01	1.442810e-01	-4.998900e-01	2.841167e+00	2.681899e+00	4.789760e+00	
-2.372750e-01	1.174360e-01	-4.998900e-01	4.220848e+00	4.039148e+00	7.096196e+00	
-2.556290e-01	1.466880e-01	-4.998900e-01	3.171110e+00	3.012507e+00	5.396467e+00	
-2.402710e-01	1.251290e-01	-4.998900e-01	3.816876e+00	3.629174e+00	6.672894e+00	
-2.603630e-01	1.391530e-01	-4.998900e-01	3.117978e+00	2.909521e+00	5.080824e+00	
-2.603630e-01	1.201060e-01	-4.998900e-01	3.827586e+00	3.601508e+00	6.478230e+00	
-2.525060e-01	1.198950e-01	-4.998900e-01	5.296751e+00	5.118741e+00	9.325529e+00	
-2.432920e-01	1.401240e-01	-4.998900e-01	3.749041e+00	3.572455e+00	6.516608e+00	
-2.463380e-01	1.272070e-01	-4.998900e-01	5.367216e+00	5.189494e+00	9.915514e+00	
